,Unnamed: 0,Date,Category,title,href,freeShipping,numsold,rating,noofcomment
46,29,2023-03-13 04:34:44.465635,Spender Panties,BUTTON CO PLUS SIZE M - XXL HIGH WAIST WOMEN PANTIES SPENDER UNDERWEAR SELUAR DALAM WANITA PEREMPUAN 女生内裤  HW PLAIN 306,/BUTTON-CO-PLUS-SIZE-M-XXL-HIGH-WAIST-WOMEN-PANTIES-SPENDER-UNDERWEAR-SELUAR-DALAM-WANITA-PEREMPUAN-女生内裤-HW-PLAIN-306-i.389225218.10587142699,Yes,447.0,5.0,1014.0
47,29,2023-03-13 04:34:49.843078,Soft Knitting Yarn,Milk Cotton 4 Ply Colour Benang Kait 4 Ply Knitting Yarn Milk Cotton Crockhet Yarn Good Quality Sweet Colour,/Milk-Cotton-4-Ply-Colour-Benang-Kait-4-Ply-Knitting-Yarn-Milk-Cotton-Crockhet-Yarn-Good-Quality-Sweet-Colour-i.471574486.8174645676,Yes,256.0,5.0,183.0
48,29,2023-03-13 05:35:03.403872,TWS Wireless Earbuds,TWS M25 Bluetooth Earphone Wireless Headphone 9D Stereo Sports Gaming Earbuds LED Mic Wireless Earbud Fon Telinga 无线蓝牙耳机,/TWS-M25-Bluetooth-Earphone-Wireless-Headphone-9D-Stereo-Sports-Gaming-Earbuds-LED-Mic-Wireless-Earbud-Fon-Telinga-无线蓝牙耳机-i.144305769.2311868191,Yes,242.0,5.0,12222.0
49,29,2023-03-13 05:35:08.853770,Comfy Home Slipper,Candia Women Ladies Anti Slip Indoor Slipper Thick Sole Slip On Sandals J2E2215,/Candia-Women-Ladies-Anti-Slip-Indoor-Slipper-Thick-Sole-Slip-On-Sandals-J2E2215-i.128204291.19762457022,Yes,154.0,5.0,162.0
50,29,2023-03-13 05:35:14.219170,Variety Of Sambal,[Travel Pack] Sambal Bilis Pedas Berapi | Sambal Bilis Kering | Sambal Bilis Rangup | Sambal Bilis Pedas Menangis (10g)🔥,/-Travel-Pack-Sambal-Bilis-Pedas-Berapi-Sambal-Bilis-Kering-Sambal-Bilis-Rangup-Sambal-Bilis-Pedas-Menangis-(10g)🔥-i.85504614.17226678663,Yes,133.0,5.0,325.0
51,29,2023-03-13 05:35:19.583474,Sampul Raya,Sampul Duit Raya 2023 | 1 PACK (5 PCS) | 12 Design EXCLUSIVE | READY STOCK | Fast Delivery !,/Sampul-Duit-Raya-2023-1-PACK-(5-PCS)-12-Design-EXCLUSIVE-READY-STOCK-Fast-Delivery-!-i.326363516.8518748738,Yes,160.0,5.0,1607.0
52,29,2023-03-13 05:35:24.936819,Spender Panties,BUTTON CO PLUS SIZE M - XXL HIGH WAIST WOMEN PANTIES SPENDER UNDERWEAR SELUAR DALAM WANITA PEREMPUAN 女生内裤  HW PLAIN 306,/BUTTON-CO-PLUS-SIZE-M-XXL-HIGH-WAIST-WOMEN-PANTIES-SPENDER-UNDERWEAR-SELUAR-DALAM-WANITA-PEREMPUAN-女生内裤-HW-PLAIN-306-i.389225218.10587142699,Yes,447.0,5.0,1014.0
53,29,2023-03-13 05:35:30.288616,Soft Knitting Yarn,Milk Cotton 4 Ply Colour Benang Kait 4 Ply Knitting Yarn Milk Cotton Crockhet Yarn Good Quality Sweet Colour,/Milk-Cotton-4-Ply-Colour-Benang-Kait-4-Ply-Knitting-Yarn-Milk-Cotton-Crockhet-Yarn-Good-Quality-Sweet-Colour-i.471574486.8174645676,Yes,256.0,5.0,183.0
54,29,2023-03-13 06:35:45.357063,TWS Wireless Earbuds,TWS M25 Bluetooth Earphone Wireless Headphone 9D Stereo Sports Gaming Earbuds LED Mic Wireless Earbud Fon Telinga 无线蓝牙耳机,/TWS-M25-Bluetooth-Earphone-Wireless-Headphone-9D-Stereo-Sports-Gaming-Earbuds-LED-Mic-Wireless-Earbud-Fon-Telinga-无线蓝牙耳机-i.144305769.2311868191,Yes,242.0,5.0,12223.0
55,29,2023-03-13 06:35:50.767955,Comfy Home Slipper,Candia Women Ladies Anti Slip Indoor Slipper Thick Sole Slip On Sandals J2E2215,/Candia-Women-Ladies-Anti-Slip-Indoor-Slipper-Thick-Sole-Slip-On-Sandals-J2E2215-i.128204291.19762457022,Yes,154.0,5.0,162.0
56,29,2023-03-13 06:35:56.141984,Variety Of Sambal,[Travel Pack] Sambal Bilis Pedas Berapi | Sambal Bilis Kering | Sambal Bilis Rangup | Sambal Bilis Pedas Menangis (10g)🔥,/-Travel-Pack-Sambal-Bilis-Pedas-Berapi-Sambal-Bilis-Kering-Sambal-Bilis-Rangup-Sambal-Bilis-Pedas-Menangis-(10g)🔥-i.85504614.17226678663,Yes,133.0,5.0,325.0
57,29,2023-03-13 06:36:01.498163,Sampul Raya,Sampul Duit Raya 2023 | 1 PACK (5 PCS) | 12 Design EXCLUSIVE | READY STOCK | Fast Delivery !,/Sampul-Duit-Raya-2023-1-PACK-(5-PCS)-12-Design-EXCLUSIVE-READY-STOCK-Fast-Delivery-!-i.326363516.8518748738,Yes,160.0,5.0,1607.0
58,29,2023-03-13 06:36:06.938123,Spender Panties,BUTTON CO PLUS SIZE M - XXL HIGH WAIST WOMEN PANTIES SPENDER UNDERWEAR SELUAR DALAM WANITA PEREMPUAN 女生内裤  HW PLAIN 306,/BUTTON-CO-PLUS-SIZE-M-XXL-HIGH-WAIST-WOMEN-PANTIES-SPENDER-UNDERWEAR-SELUAR-DALAM-WANITA-PEREMPUAN-女生内裤-HW-PLAIN-306-i.389225218.10587142699,Yes,447.0,5.0,1014.0
59,29,2023-03-13 06:36:12.294403,Soft Knitting Yarn,Milk Cotton 4 Ply Colour Benang Kait 4 Ply Knitting Yarn Milk Cotton Crockhet Yarn Good Quality Sweet Colour,/Milk-Cotton-4-Ply-Colour-Benang-Kait-4-Ply-Knitting-Yarn-Milk-Cotton-Crockhet-Yarn-Good-Quality-Sweet-Colour-i.471574486.8174645676,Yes,256.0,5.0,183.0
60,29,2023-03-13 07:36:25.877087,TWS Wireless Earbuds,TWS M25 Bluetooth Earphone Wireless Headphone 9D Stereo Sports Gaming Earbuds LED Mic Wireless Earbud Fon Telinga 无线蓝牙耳机,/TWS-M25-Bluetooth-Earphone-Wireless-Headphone-9D-Stereo-Sports-Gaming-Earbuds-LED-Mic-Wireless-Earbud-Fon-Telinga-无线蓝牙耳机-i.144305769.2311868191,Yes,242.0,5.0,12223.0
